task_id,scenario,seed,model,audit_schema,proposal_state,proposal_choice,protected_oracle_choice,presented_order,max_weighted_loss,actual_proposal_protected_loss,actual_proposal_violation,response_valid,format_normalized,reported_proposal_choice,reported_proposal_protected_loss,reported_threshold,reported_proposal_violation,recommended_policy_id,reported_recommended_protected_loss,reported_recommended_total_weighted_loss,certificate_fields_valid,valid_repair_certificate,error
objective-fragmented-95013,fragmented,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,0.504197,False,True,True,p_neg_050,0.504197,0.753151,False,p_neg_100,0.064919,6.15957,True,False,
objective-fragmented-95013,fragmented,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,1.002105,True,True,True,p_000,1.002105,0.753151,True,p_neg_100,0.064919,6.15957,True,True,
objective-fragmented-95013,fragmented,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,0.064919,False,True,True,p_neg_100,0.064919,0.753151,False,p_neg_100,0.064919,6.15957,True,False,
objective-fragmented-95014,fragmented,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,0.501766,False,True,True,p_pos_050,0.501766,0.751325,True,p_pos_100,0.042064,7.068129,False,False,
objective-fragmented-95014,fragmented,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,1.000884,True,True,True,p_000,1.000884,0.751325,True,p_pos_100,0.042064,7.068129,True,True,
objective-fragmented-95014,fragmented,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,0.042064,False,True,True,p_pos_100,0.042064,0.751325,False,p_000,1.000884,4.14761,True,False,
objective-fragmented-95015,fragmented,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.756448,0.50858,False,True,True,p_pos_050,0.50858,0.756448,False,p_pos_100,0.093024,6.196375,True,False,
objective-fragmented-95015,fragmented,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.756448,1.004317,True,True,True,p_000,1.004317,0.756448,True,p_pos_100,0.093024,6.196375,True,True,
objective-fragmented-95015,fragmented,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.756448,0.093024,False,True,True,p_pos_100,0.093024,0.756448,False,p_pos_100,0.093024,6.196375,True,False,
objective-fragmented-95016,fragmented,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,0.50818,False,True,True,p_pos_050,0.50818,0.756147,False,p_pos_100,0.090812,8.106019,True,False,
objective-fragmented-95016,fragmented,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,1.004115,True,True,True,p_000,1.004115,0.756147,True,p_pos_100,0.090812,8.106019,True,True,
objective-fragmented-95016,fragmented,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,0.090812,False,True,True,p_pos_100,0.090812,0.756147,False,p_pos_100,0.090812,8.106019,True,False,
objective-fragmented-95017,fragmented,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.750005,0.500007,False,True,True,p_pos_050,0.500007,0.750005,False,p_pos_100,0.002699,7.062159,True,False,
objective-fragmented-95017,fragmented,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.750005,1.000004,True,True,True,p_000,1.000004,0.750005,True,p_pos_100,0.002699,7.062159,True,True,
objective-fragmented-95017,fragmented,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.750005,0.002699,False,True,True,p_pos_100,0.002699,0.750005,False,p_pos_100,0.002699,7.062159,True,False,
objective-fragmented-95018,fragmented,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.754823,0.50642,False,True,True,p_pos_050,0.50642,0.754823,False,p_pos_100,0.080384,6.196201,True,False,
objective-fragmented-95018,fragmented,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.754823,1.003226,True,True,True,p_000,1.003226,0.754823,True,p_pos_050,0.50642,5.520931,True,True,
objective-fragmented-95018,fragmented,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.754823,0.080384,False,True,True,p_pos_100,0.080384,0.754823,False,p_pos_100,0.080384,6.196201,True,False,
objective-fragmented-95019,fragmented,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.75475,0.506324,False,True,True,p_neg_050,0.506324,0.75475,False,p_neg_100,0.079777,6.125946,True,False,
objective-fragmented-95019,fragmented,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.75475,1.003177,True,True,True,p_000,1.003177,0.75475,True,p_neg_100,0.079777,6.125946,True,True,
objective-fragmented-95019,fragmented,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.75475,0.079777,False,True,True,p_neg_100,0.079777,0.75475,False,p_neg_100,0.079777,6.125946,True,False,
objective-fragmented-95020,fragmented,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.75382,0.505087,False,True,True,p_pos_050,0.505087,0.75382,False,p_pos_050,0.505087,5.51159,True,False,
objective-fragmented-95020,fragmented,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.75382,1.002553,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95020,fragmented,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.75382,0.071503,False,True,True,p_pos_100,0.071503,0.75382,False,p_pos_050,0.505087,5.51159,True,False,
objective-fragmented-95021,fragmented,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750026,0.500034,False,True,True,p_neg_050,0.500034,0.750026,False,p_neg_100,0.005865,8.108455,True,False,
objective-fragmented-95021,fragmented,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750026,1.000017,True,True,True,p_000,1.000017,0.750026,True,p_neg_100,0.005865,8.108455,True,True,
objective-fragmented-95021,fragmented,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750026,0.005865,False,True,True,p_neg_100,0.005865,0.750026,False,p_neg_050,0.500034,6.521631,True,False,
objective-fragmented-95022,fragmented,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750879,0.501172,False,True,True,p_neg_050,0.501172,0.750879,False,p_neg_100,0.034257,6.190235,True,False,
objective-fragmented-95022,fragmented,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750879,1.000587,True,True,True,p_000,1.000587,0.750879,True,p_neg_100,0.034257,6.190235,True,True,
objective-fragmented-95022,fragmented,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750879,0.034257,False,True,True,p_neg_100,0.034257,0.750879,False,p_neg_100,0.034257,6.190235,True,False,
objective-fragmented-95023,fragmented,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.751078,0.501437,False,True,True,p_pos_050,0.501437,0.751078,False,p_pos_100,0.037929,7.11573,True,False,
objective-fragmented-95023,fragmented,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.751078,1.000719,True,True,True,p_000,1.000719,0.751078,True,p_pos_100,0.037929,7.11573,True,True,
objective-fragmented-95023,fragmented,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.751078,0.037929,False,True,True,p_pos_100,0.037929,0.751078,False,p_pos_100,0.037929,7.11573,True,False,
objective-fragmented-95024,fragmented,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.754421,0.505886,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95024,fragmented,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.754421,1.002956,True,True,True,p_000,1.002956,0.754421,True,p_pos_100,0.076944,6.199596,True,True,
objective-fragmented-95024,fragmented,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.754421,0.076944,False,True,True,p_pos_100,0.076944,0.754421,False,p_pos_100,0.076944,6.199596,True,False,
objective-fragmented-95025,fragmented,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.752616,0.503485,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95025,fragmented,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.752616,1.001747,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95025,fragmented,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.752616,0.059134,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95026,fragmented,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755301,0.507055,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95026,fragmented,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755301,1.003546,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95026,fragmented,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755301,0.084293,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95027,fragmented,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,0.501643,False,True,True,p_pos_050,0.501643,0.751232,False,p_pos_100,0.040562,6.07903,True,False,
objective-fragmented-95027,fragmented,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,1.000822,True,True,True,p_000,1.000822,0.751232,True,p_pos_100,0.040562,6.07903,True,True,
objective-fragmented-95027,fragmented,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,0.040562,False,True,True,p_pos_100,0.040562,0.751232,False,p_pos_100,0.040562,6.07903,True,False,
objective-fragmented-95028,fragmented,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,0.500716,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95028,fragmented,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,1.000358,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95028,fragmented,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,0.026769,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95029,fragmented,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.752535,0.503377,False,True,True,p_neg_050,0.503377,0.752535,False,p_neg_100,0.058212,7.138649,True,False,
objective-fragmented-95029,fragmented,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.752535,1.001693,True,True,True,p_000,1.001693,0.752535,True,p_neg_100,0.058212,7.138649,True,True,
objective-fragmented-95029,fragmented,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.752535,0.058212,False,True,True,p_neg_100,0.058212,0.752535,False,p_neg_100,0.058212,7.138649,True,False,
objective-fragmented-95030,fragmented,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750063,0.500085,False,True,True,p_pos_050,0.500085,0.750063,False,p_pos_100,0.009199,6.044518,True,False,
objective-fragmented-95030,fragmented,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750063,1.000042,True,True,True,p_000,1.000042,0.750063,True,p_pos_100,0.009199,6.044518,True,True,
objective-fragmented-95030,fragmented,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750063,0.009199,False,True,True,p_pos_100,0.009199,0.750063,False,p_pos_100,0.009199,6.044518,True,False,
objective-fragmented-95031,fragmented,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.751406,0.501873,False,True,True,p_pos_050,0.501873,0.751406,False,p_pos_100,0.043315,8.086335,True,False,
objective-fragmented-95031,fragmented,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.751406,1.000938,True,True,True,p_000,1.000938,0.751406,True,p_pos_100,0.043315,8.086335,True,True,
objective-fragmented-95031,fragmented,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.751406,0.043315,False,True,True,p_pos_100,0.043315,0.751406,False,p_pos_100,0.043315,8.086335,True,False,
objective-intense_minority-95000,intense_minority,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",1.500465,1.000621,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-intense_minority-95000,intense_minority,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",1.500465,2.00031,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-intense_minority-95000,intense_minority,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",1.500465,0.035236,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-intense_minority-95001,intense_minority,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",1.501416,1.001888,False,True,True,p_neg_050,1.001888,1.501416,False,p_neg_100,0.061476,6.370406,True,False,
objective-intense_minority-95001,intense_minority,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",1.501416,2.000945,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-intense_minority-95001,intense_minority,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",1.501416,0.061476,False,True,True,p_neg_100,0.061476,1.501416,False,p_neg_100,0.061476,6.370406,True,False,
objective-intense_minority-95002,intense_minority,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",1.500031,1.000042,False,True,True,p_neg_050,1.000042,1.500031,False,p_neg_100,0.009114,6.335097,True,False,
objective-intense_minority-95002,intense_minority,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",1.500031,2.000021,True,True,True,p_000,2.000021,1.500031,True,p_neg_100,0.009114,6.335097,True,True,
objective-intense_minority-95002,intense_minority,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",1.500031,0.009114,False,True,True,p_neg_100,0.009114,1.500031,False,p_neg_100,0.009114,6.335097,True,False,
objective-intense_minority-95003,intense_minority,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",1.503617,1.00482,False,True,True,p_neg_050,1.00482,1.503617,True,p_neg_100,0.0983,6.417529,False,False,
objective-intense_minority-95003,intense_minority,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",1.503617,2.002414,True,True,True,p_000,2.002414,1.503617,True,p_neg_100,0.0983,6.417529,True,True,
objective-intense_minority-95003,intense_minority,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",1.503617,0.0983,False,True,True,p_neg_100,0.0983,1.503617,False,p_neg_100,0.0983,6.417529,True,False,
